cod;nome;período;valor
32;ES;2009;112.1424939
52;GO;2009;74.22285538
21;MA;2009;46.38390207
31;MG;2009;41.14704345
50;MS;2009;62.65296789
51;MT;2009;75.42153672
15;PA;2009;86.37861862
25;PB;2009;90.23312898
26;PE;2009;114.5659049
22;PI;2009;25.88455663
41;PR;2009;41.62612211
33;RJ;2009;96.94911295
24;RN;2009;55.638917
11;RO;2009;62.79913196
14;RR;2009;40.06385936
43;RS;2009;40.86457042
42;SC;2009;22.73490254
28;SE;2009;61.11227024
35;SP;2009;32.85379647
17;TO;2009;38.21534346
12;AC;2010;30.83135065
27;AL;2010;139.0468305
13;AM;2010;65.13765463
16;AP;2010;70.39307715
29;BA;2010;84.81157851
23;CE;2010;56.45622843
53;DF;2010;86.68396677
32;ES;2010;107.7800936
52;GO;2010;78.95555809
21;MA;2010;49.77416276
31;MG;2010;41.5286673
50;MS;2010;56.64514095
51;MT;2010;70.57976995
15;PA;2010;99.17522141
25;PB;2010;102.9592174
26;PE;2010;98.60441162
22;PI;2010;25.96518407
41;PR;2010;39.26657149
33;RJ;2010;96.23158335
24;RN;2010;59.87223142
11;RO;2010;67.67182881
14;RR;2010;55.39209263
43;RS;2010;39.98440809
42;SC;2010;23.94537933
28;SE;2010;70.31249485
35;SP;2010;29.89130691
17;TO;2010;46.20615152
12;AC;2011;33.22497461
27;AL;2011;168.3671841
13;AM;2011;77.2191254
16;AP;2011;58.06083921
29;BA;2011;77.69603201
23;CE;2011;55.12549008
53;DF;2011;98.28216906
32;ES;2011;101.4226709
52;GO;2011;87.03092061
21;MA;2011;49.67692188
31;MG;2011;48.82811591
50;MS;2011;63.79433791
51;MT;2011;68.87743975
15;PA;2011;85.23305681
25;PB;2011;110.4475545
26;PE;2011;96.70010041
22;PI;2011;28.20071666
41;PR;2011;35.95951883
33;RJ;2011;75.16656198
24;RN;2011;82.95999509
11;RO;2011;53.94786776
14;RR;2011;38.00036246
43;RS;2011;43.13527809
42;SC;2011;25.54384508
28;SE;2011;80.3161949
35;SP;2011;30.2199971
17;TO;2011;46.85556401
12;AC;2012;57.33986837
27;AL;2012;153.7114572
13;AM;2012;75.20223489
16;AP;2012;66.6138197
29;BA;2012;86.2091757
23;CE;2012;61.59440746
53;DF;2012;100.0151615
32;ES;2012;104.7806042
52;GO;2012;101.919122
21;MA;2012;55.06391792
31;MG;2012;50.69899311
50;MS;2012;62.02019205
51;MT;2012;74.87778656
15;PA;2012;85.06413053
25;PB;2012;95.38710863
26;PE;2012;95.95747083
22;PI;2012;35.2058648
41;PR;2012;40.89354167
33;RJ;2012;71.16844877
24;RN;2012;86.96612462
11;RO;2012;60.02592836
14;RR;2012;51.28516204
43;RS;2012;42.94328774
42;SC;2012;30.22242543
28;SE;2012;92.5012181
35;SP;2012;33.60711985
17;TO;2012;47.88875406
12;AC;2013;56.2425862
27;AL;2013;155.8922189
13;AM;2013;65.21237383
16;AP;2013;57.05169517
29;BA;2013;81.55201326
23;CE;2013;68.69659399
53;DF;2013;91.84903848
32;ES;2013;101.3158199
52;GO;2013;104.8423426
21;MA;2013;66.00260467
31;MG;2013;53.26415227
50;MS;2013;53.09139389
51;MT;2013;74.53520574
15;PA;2013;88.10893627
25;PB;2013;97.45212367
26;PE;2013;89.01255589
22;PI;2013;38.58615536
41;PR;2013;31.46924668
33;RJ;2013;80.05731976
24;RN;2013;105.5823701
11;RO;2013;49.60479789
14;RR;2013;66.61539628
43;RS;2013;41.082255
42;SC;2013;19.35206971
28;SE;2013;105.4219166
35;SP;2013;31.12510482
17;TO;2013;42.69560035
12;AC;2014;57.41299078
27;AL;2014;156.2040953
13;AM;2014;69.25350988
16;AP;2014;75.99109513
29;BA;2014;87.22055399
23;CE;2014;77.30987809
53;DF;2014;80.43678141
32;ES;2014;105.8259558
52;GO;2014;100.4346606
21;MA;2014;76.80770957
31;MG;2014;53.51258437
50;MS;2014;56.72945896
51;MT;2014;86.93694315
15;PA;2014;89.82309292
25;PB;2014;103.5979467
26;PE;2014;90.49513287
22;PI;2014;45.85545134
41;PR;2014;30.77623233
33;RJ;2014;88.28803574
24;RN;2014;124.0589929
11;RO;2014;63.63745773
14;RR;2014;45.90961889
43;RS;2014;51.92397682
42;SC;2014;24.19732392
28;SE;2014;114.0220362
35;SP;2014;31.90937152
17;TO;2014;45.44796888
12;AC;2015;55.76269509
27;AL;2015;133.5185199
13;AM;2015;79.28791536
16;AP;2015;83.57723902
29;BA;2015;86.82503177
23;CE;2015;66.92099594
53;DF;2015;67.45614432
32;ES;2015;95.58429391
52;GO;2015;105.9945047
21;MA;2015;72.67317932
31;MG;2015;50.46082731
50;MS;2015;51.49308912
51;MT;2015;75.52437027
15;PA;2015;94.54441373
25;PB;2015;100.3890693
26;PE;2015;103.9176597
22;PI;2015;39.41759093
41;PR;2015;34.56887353
33;RJ;2015;75.67585011
24;RN;2015;120.2344522
11;RO;2015;65.18947642
14;RR;2015;70.22757806
43;RS;2015;54.24525535
42;SC;2015;34.33211965
28;SE;2015;141.2124252
35;SP;2015;28.6140031
17;TO;2015;57.73243212
12;AC;2016;88.37851399
27;AL;2016;136.4405758
13;AM;2016;77.45612189
16;AP;2016;117.1678538
29;BA;2016;102.0403996
23;CE;2016;73.46860564
53;DF;2016;64.73993346
32;ES;2016;78.91149347
52;GO;2016;102.9603877
21;MA;2016;71.42758311
31;MG;2016;51.26988464
50;MS;2016;51.22415809
51;MT;2016;77.45629507
15;PA;2016;105.90627
25;PB;2016;89.27874902
26;PE;2016;117.0557729
22;PI;2016;44.74205437
41;PR;2016;36.40405895
33;RJ;2016;90.81014102
24;RN;2016;138.328195
11;RO;2016;76.27785146
14;RR;2016;84.4219822
43;RS;2016;68.48754095
42;SC;2016;38.81153286
28;SE;2016;156.7457814
35;SP;2016;24.95002585
17;TO;2016;71.4268039
